Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	NCBI gene (formerly Entrezgene) ID
WBGene00000186	C01C7.1b.1	C01C7.1b.1	ark-1	178218
WBGene00000187	F54C9.10.1	F54C9.10.1	arl-1	174375
WBGene00000188	F19H8.3.1	F19H8.3.1	arl-3	175121
WBGene00000189	ZK632.8.1	ZK632.8.1	arl-5	176392
WBGene00000190	F45E4.1.1	F45E4.1.1	warf-1	191609
WBGene00000191	F20D1.5			
WBGene00000192	Y57G11C.13.1	Y57G11C.13.1	arl-8	178405
WBGene00000193	C38D4.8.1	C38D4.8.1	arl-6	183311
WBGene00000195	F53H8.2.1	F53H8.2.1	arr-1	180446
WBGene00000196	W02B12.6a.1	W02B12.6a.1	aars-1	174749
WBGene00000196	W02B12.6b		aars-1	174749
WBGene00000197	F28H1.3.1	F28H1.3.1	aars-2	171985
WBGene00000197	F28H1.3.2	F28H1.3.2	aars-2	171985
WBGene00000198	C15F1.6.1	C15F1.6.1	art-1	174140
WBGene00000199	Y71F9AL.16.1	Y71F9AL.16.1	arx-1	171857
WBGene00000200	K07C5.1.1	K07C5.1.1	arx-2	179440
WBGene00000201	Y79H2A.6a.1	Y79H2A.6a.1	arx-3	3565442
WBGene00000201	Y79H2A.6b.1	Y79H2A.6b.1	arx-3	3565442
WBGene00000202	Y6D11A.1.1	Y6D11A.1.1	exos-4.2	259488
WBGene00000203	Y37D8A.1.1	Y37D8A.1.1	arx-5	176697
WBGene00000204	C35D10.16.1	C35D10.16.1	arx-6	175650
WBGene00000205	M01B12.3.1	M01B12.3.1	arx-7	171882
WBGene00000206	F35G12.10.1	F35G12.10.1	asb-1	175605
WBGene00000207	F02E8.1.1	F02E8.1.1	asb-2	180718
WBGene00000207	F02E8.1.2	F02E8.1.2	asb-2	180718
WBGene00000208	Y53F4B.15.1	Y53F4B.15.1	trip-4	175159
WBGene00000209	K07A12.3.1	K07A12.3.1	asg-1	172673
WBGene00000210	C53B7.4.1	C53B7.4.1	asg-2	180956
WBGene00000211	B0252.2.1	B0252.2.1	asm-1	174131
WBGene00000212	ZK455.4.1	ZK455.4.1	asm-2	181323
WBGene00000213	W03G1.7a.1	W03G1.7a.1	asm-3	176879
WBGene00000213	W03G1.7b.1	W03G1.7b.1	asm-3	176879
WBGene00000214	Y39B6A.20.1	Y39B6A.20.1	asp-1	180251
WBGene00000215	T18H9.2.1	T18H9.2.1	asp-2	34700645
WBGene00000216	H22K11.1.1	H22K11.1.1	asp-3	180947
WBGene00000217	R12H7.2.1	R12H7.2.1	asp-4	181444
WBGene00000218	F21F8.3.1	F21F8.3.1	asp-5	179211
WBGene00000219	F21F8.7.1	F21F8.7.1	asp-6	179209
WBGene00000220	K08F8.2.1	K08F8.2.1	atf-2	174399
WBGene00000221	T04C10.4.1	T04C10.4.1	atf-4	181576
WBGene00000221	T04C10.4.2	T04C10.4.2	atf-4	181576
WBGene00000222	F45E6.2.1	F45E6.2.1	atf-6	181405
WBGene00000223	C07G2.2a.1	C07G2.2a.1	atf-7	175587
WBGene00000223	C07G2.2b.1	C07G2.2b.1	atf-7	175587
WBGene00000223	C07G2.2b.2	C07G2.2b.2	atf-7	175587
WBGene00000223	C07G2.2c.1	C07G2.2c.1	atf-7	175587
WBGene00000223	C07G2.2d.1	C07G2.2d.1	atf-7	175587
WBGene00000223	C07G2.2d.2	C07G2.2d.2	atf-7	175587
WBGene00000223	C07G2.2d.3	C07G2.2d.3	atf-7	175587
WBGene00000223	C07G2.2d.4	C07G2.2d.4	atf-7	175587
WBGene00000224	F26D10.9a.1	F26D10.9a.1	atgp-1	178504
WBGene00000224	F26D10.9b.1	F26D10.9b.1	atgp-1	178504
WBGene00000225	C38C6.2a.1	C38C6.2a.1	atgp-2	175125
WBGene00000225	C38C6.2b.1	C38C6.2b.1	atgp-2	175125
WBGene00000225	C38C6.2c.1	C38C6.2c.1	atgp-2	175125
WBGene00000226	T06E4.3a.1	T06E4.3a.1	atl-1	179352
WBGene00000226	T06E4.3a.2	T06E4.3a.2	atl-1	179352
WBGene00000226	T06E4.3c.1	T06E4.3c.1	atl-1	179352
WBGene00000227	Y48G1BL.2a.1	Y48G1BL.2a.1	atm-1	3565793
WBGene00000227	Y48G1BL.2b.1	Y48G1BL.2b.1	atm-1	3565793
WBGene00000228	W04D2.1a.1	W04D2.1a.1	atn-1	179709
WBGene00000228	W04D2.1b.1	W04D2.1b.1	atn-1	179709
WBGene00000228	W04D2.1c.1	W04D2.1c.1	atn-1	179709
WBGene00000228	W04D2.1d.1	W04D2.1d.1	atn-1	179709
WBGene00000229	C34E10.6.1	C34E10.6.1	atp-2	175716
WBGene00000229	C34E10.6.2	C34E10.6.2	atp-2	175716
WBGene00000230	F27C1.7a.1	F27C1.7a.1	atp-3	172195
WBGene00000230	F27C1.7a.2	F27C1.7a.2	atp-3	172195
WBGene00000230	F27C1.7a.3	F27C1.7a.3	atp-3	172195
WBGene00000230	F27C1.7a.4	F27C1.7a.4	atp-3	172195
WBGene00000230	F27C1.7b.1	F27C1.7b.1	atp-3	172195
WBGene00000231	D2045.1a.1	D2045.1a.1	atx-2	176465
WBGene00000231	D2045.1b.1	D2045.1b.1	atx-2	176465
WBGene00000231	D2045.1c.1	D2045.1c.1	atx-2	176465
WBGene00000231	D2045.1d.1	D2045.1d.1	atx-2	176465
WBGene00000232	B0207.12a.1	B0207.12a.1	avr-14	172270
WBGene00000232	B0207.12a.2	B0207.12a.2	avr-14	172270
WBGene00000232	B0207.12a.3	B0207.12a.3	avr-14	172270
WBGene00000232	B0207.12b.1	B0207.12b.1	avr-14	172270
WBGene00000232	B0207.12c.1	B0207.12c.1	avr-14	172270
WBGene00000233	R11G10.1a.1	R11G10.1a.1	avr-15	179834
WBGene00000233	R11G10.1b.1	R11G10.1b.1	avr-15	179834
WBGene00000233	R11G10.1c.1	R11G10.1c.1	avr-15	179834
WBGene00000235	B0464.7.1	B0464.7.1	baf-1	176330
WBGene00000236	F57B10.11.1	F57B10.11.1	bag-1	172373
WBGene00000237	Y71F9AR.1.1	Y71F9AR.1.1	bam-2	171868
WBGene00000238	C54D1.6.1	C54D1.6.1	bar-1	180982
WBGene00000239	C05D2.4a.1	C05D2.4a.1	bas-1	175778
WBGene00000239	C05D2.4b.1	C05D2.4b.1	bas-1	175778
WBGene00000240	K08F8.4a.1	K08F8.4a.1	pah-1	174401
