Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	NCBI gene (formerly Entrezgene) ID
ENSRNOG00000066860	ENSRNOT00000087735			120100366
ENSRNOG00000069365	ENSRNOT00000094420			
ENSRNOG00000020317	ENSRNOT00000027539	ENSRNOP00000027539	Rab5if	296315
ENSRNOG00000062499	ENSRNOT00000117031		SNORD116	120100326
ENSRNOG00000015691	ENSRNOT00000021001	ENSRNOP00000021001	Inka2	310764
ENSRNOG00000015691	ENSRNOT00000115720	ENSRNOP00000096341	Inka2	310764
ENSRNOG00000067382	ENSRNOT00000100347			
ENSRNOG00000067821	ENSRNOT00000105656			
ENSRNOG00000070448	ENSRNOT00000115981	ENSRNOP00000085689		687092
ENSRNOG00000063062	ENSRNOT00000096320			
ENSRNOG00000036303	ENSRNOT00000054424		Mir343	100314183
ENSRNOG00000067171	ENSRNOT00000120310	ENSRNOP00000085258		
ENSRNOG00000065290	ENSRNOT00000045360	ENSRNOP00000051154	Olr220	365341
ENSRNOG00000065800	ENSRNOT00000099133			
ENSRNOG00000065800	ENSRNOT00000104792			
ENSRNOG00000065800	ENSRNOT00000099889			
ENSRNOG00000065902	ENSRNOT00000109449			
ENSRNOG00000065902	ENSRNOT00000104640			
ENSRNOG00000065902	ENSRNOT00000118665			
ENSRNOG00000065902	ENSRNOT00000104315			
ENSRNOG00000065902	ENSRNOT00000095063			
ENSRNOG00000055366	ENSRNOT00000080513		Gm24154	120100416
ENSRNOG00000008463	ENSRNOT00000087657	ENSRNOP00000069461	Rundc3b	688590
ENSRNOG00000008463	ENSRNOT00000030224	ENSRNOP00000035622	Rundc3b	688590
ENSRNOG00000008121	ENSRNOT00000010788	ENSRNOP00000010788	Slc13a1	58980
ENSRNOG00000008121	ENSRNOT00000107805	ENSRNOP00000086866	Slc13a1	58980
ENSRNOG00000063706	ENSRNOT00000096917			
ENSRNOG00000052293	ENSRNOT00000085357		SNORD15	120100226
ENSRNOG00000027582	ENSRNOT00000029587	ENSRNOP00000029334	Dpysl4	25417
ENSRNOG00000010595	ENSRNOT00000042968	ENSRNOP00000051270	Rbm45	266631
ENSRNOG00000070096	ENSRNOT00000042245	ENSRNOP00000044270	Olr20	293083
ENSRNOG00000062311	ENSRNOT00000051533	ENSRNOP00000042246	Olr530	295786
ENSRNOG00000064522	ENSRNOT00000099346		SNORD115	120100251
ENSRNOG00000035532	ENSRNOT00000053655		Mir101-2	100313988
ENSRNOG00000009830	ENSRNOT00000013031	ENSRNOP00000013031	Fam204a	308004
ENSRNOG00000069707	ENSRNOT00000092900	ENSRNOP00000097417		
ENSRNOG00000066257	ENSRNOT00000107997			
ENSRNOG00000066257	ENSRNOT00000112741			
ENSRNOG00000012742	ENSRNOT00000017019	ENSRNOP00000017019	Irx2	306657
ENSRNOG00000063184	ENSRNOT00000048699	ENSRNOP00000042655	Olr221	293367
ENSRNOG00000020337	ENSRNOT00000027581	ENSRNOP00000027581	Sla2	499931
ENSRNOG00000069617	ENSRNOT00000094158			
ENSRNOG00000069837	ENSRNOT00000096350	ENSRNOP00000084883		
ENSRNOG00000069837	ENSRNOT00000110036	ENSRNOP00000079833		
ENSRNOG00000070569	ENSRNOT00000104109	ENSRNOP00000092704	RGD1563562	295012
ENSRNOG00000069135	ENSRNOT00000095398			120100488
ENSRNOG00000064137	ENSRNOT00000119721			
ENSRNOG00000016408	ENSRNOT00000077375	ENSRNOP00000070270	Kirrel1	310695
ENSRNOG00000016408	ENSRNOT00000031743	ENSRNOP00000033900	Kirrel1	310695
ENSRNOG00000071210	ENSRNOT00000114198		U2	
ENSRNOG00000019455	ENSRNOT00000112010	ENSRNOP00000087320	Ap4b1	310746
ENSRNOG00000019455	ENSRNOT00000110237	ENSRNOP00000094687	Ap4b1	310746
ENSRNOG00000019455	ENSRNOT00000026382	ENSRNOP00000026382	Ap4b1	310746
ENSRNOG00000019455	ENSRNOT00000112580	ENSRNOP00000085168	Ap4b1	310746
ENSRNOG00000067491	ENSRNOT00000101755	ENSRNOP00000076510		
ENSRNOG00000065122	ENSRNOT00000115090	ENSRNOP00000088325	Hypk	311359
ENSRNOG00000064435	ENSRNOT00000104150		SNORD116	120100317
ENSRNOG00000065990	ENSRNOT00000096435		Mir344a-2	100526627
ENSRNOG00000065939	ENSRNOT00000110648		U6	120100128
ENSRNOG00000069092	ENSRNOT00000106476			
ENSRNOG00000070655	ENSRNOT00000068048	ENSRNOP00000070364	Olr532	366102
ENSRNOG00000013767	ENSRNOT00000018495	ENSRNOP00000018495	Ccdc61	292680
ENSRNOG00000063387	ENSRNOT00000117400	ENSRNOP00000085108	Olr310	405039
ENSRNOG00000063387	ENSRNOT00000120149	ENSRNOP00000083547	Olr310	405039
ENSRNOG00000013790	ENSRNOT00000018489	ENSRNOP00000018489	Mfsd1	361957
ENSRNOG00000013790	ENSRNOT00000106348	ENSRNOP00000096455	Mfsd1	361957
ENSRNOG00000052521	ENSRNOT00000086149		AABR07001573.1	120093055
ENSRNOG00000067619	ENSRNOT00000095737			
ENSRNOG00000062759	ENSRNOT00000119779			
ENSRNOG00000062759	ENSRNOT00000107365			
ENSRNOG00000062759	ENSRNOT00000117118			
ENSRNOG00000015184	ENSRNOT00000095258	ENSRNOP00000081757	Clic3	296566
ENSRNOG00000015184	ENSRNOT00000020497	ENSRNOP00000020497	Clic3	296566
ENSRNOG00000062791	ENSRNOT00000100858		SNORD115	120100287
ENSRNOG00000020893	ENSRNOT00000028389	ENSRNOP00000028389	Snx27	260323
ENSRNOG00000064203	ENSRNOT00000096490	ENSRNOP00000083237	Olr825	405214
ENSRNOG00000064203	ENSRNOT00000100879	ENSRNOP00000076365	Olr825	405214
ENSRNOG00000064203	ENSRNOT00000102685	ENSRNOP00000094223	Olr825	405214
ENSRNOG00000032699	ENSRNOT00000068459	ENSRNOP00000062088	Ttyh1	292597
ENSRNOG00000032699	ENSRNOT00000106376	ENSRNOP00000077750	Ttyh1	292597
ENSRNOG00000032699	ENSRNOT00000103317	ENSRNOP00000090077	Ttyh1	292597
ENSRNOG00000035616	ENSRNOT00000053739		Mir3574	100526589
ENSRNOG00000035616	ENSRNOT00000053739		Mir3574	100314053
ENSRNOG00000069698	ENSRNOT00000098208			108349467
ENSRNOG00000069698	ENSRNOT00000116002			108349467
ENSRNOG00000070996	ENSRNOT00000096496	ENSRNOP00000095328	Spred1	296072
ENSRNOG00000070996	ENSRNOT00000112589	ENSRNOP00000086017	Spred1	296072
ENSRNOG00000070996	ENSRNOT00000116795	ENSRNOP00000080793	Spred1	296072
ENSRNOG00000063324	ENSRNOT00000082390		Snora20	120100365
ENSRNOG00000062446	ENSRNOT00000113888			
ENSRNOG00000058041	ENSRNOT00000087608		U7	120100215
ENSRNOG00000063227	ENSRNOT00000107998			
ENSRNOG00000062864	ENSRNOT00000103669			120100659
ENSRNOG00000062864	ENSRNOT00000119910			120100659
ENSRNOG00000062864	ENSRNOT00000102989			120100659
ENSRNOG00000062864	ENSRNOT00000098608			120100659
ENSRNOG00000062864	ENSRNOT00000117236			120100659
ENSRNOG00000027016	ENSRNOT00000001607	ENSRNOP00000001607	Cobll1	311088
ENSRNOG00000027016	ENSRNOT00000104492	ENSRNOP00000078543	Cobll1	311088
ENSRNOG00000018408	ENSRNOT00000024829	ENSRNOP00000024829	RGD1307554	292739
ENSRNOG00000018408	ENSRNOT00000077968	ENSRNOP00000069464	RGD1307554	292739
ENSRNOG00000064960	ENSRNOT00000108983		SNORD115	120100254
ENSRNOG00000030782	ENSRNOT00000043307	ENSRNOP00000043991	Olr283	405384
ENSRNOG00000016421	ENSRNOT00000021971	ENSRNOP00000021971	Tyr	308800
ENSRNOG00000068207	ENSRNOT00000098132			
ENSRNOG00000058299	ENSRNOT00000084578		U6	120100170
ENSRNOG00000065756	ENSRNOT00000021562	ENSRNOP00000021562	Mfap1a	499878
ENSRNOG00000018334	ENSRNOT00000024690	ENSRNOP00000024690	Ctu1	292847
ENSRNOG00000070685	ENSRNOT00000119652		U6	120100173
ENSRNOG00000060004	ENSRNOT00000079634		Mir3572	100526587
ENSRNOG00000013074	ENSRNOT00000099117	ENSRNOP00000078611	Wt1	24883
ENSRNOG00000013074	ENSRNOT00000067940	ENSRNOP00000060038	Wt1	24883
ENSRNOG00000013074	ENSRNOT00000102019	ENSRNOP00000086555	Wt1	24883
ENSRNOG00000069399	ENSRNOT00000100677	ENSRNOP00000094709		
ENSRNOG00000067907	ENSRNOT00000115004			
ENSRNOG00000014726	ENSRNOT00000034610	ENSRNOP00000031354	Acsm4	353317
ENSRNOG00000063196	ENSRNOT00000110797			
ENSRNOG00000063196	ENSRNOT00000119586			
ENSRNOG00000004967	ENSRNOT00000097908	ENSRNOP00000083310	Snrpb2	362223
ENSRNOG00000004967	ENSRNOT00000006900	ENSRNOP00000006900	Snrpb2	362223
ENSRNOG00000060273	ENSRNOT00000090187		AABR07006093.2	
ENSRNOG00000070216	ENSRNOT00000116104		SNORD115	120100252
ENSRNOG00000068917	ENSRNOT00000103635			
ENSRNOG00000051969	ENSRNOT00000079223		AABR07071864.1	120100389
ENSRNOG00000065221	ENSRNOT00000110965	ENSRNOP00000083297	Amy2a3	497039
ENSRNOG00000023407	ENSRNOT00000110261	ENSRNOP00000092978	Mrpl36	364656
ENSRNOG00000023407	ENSRNOT00000029531	ENSRNOP00000032662	Mrpl36	364656
ENSRNOG00000023407	ENSRNOT00000072992	ENSRNOP00000067146	Mrpl36	364656
ENSRNOG00000035654	ENSRNOT00000053777		Mir99b	
ENSRNOG00000061890	ENSRNOT00000051289	ENSRNOP00000039430	Ust5r	171398
ENSRNOG00000061890	ENSRNOT00000050010	ENSRNOP00000047683	Ust5r	171398
ENSRNOG00000061890	ENSRNOT00000077408	ENSRNOP00000072241	Ust5r	171398
ENSRNOG00000010529	ENSRNOT00000014552	ENSRNOP00000014552	Thbs2	292406
ENSRNOG00000053392	ENSRNOT00000087373		AC095678.2	
ENSRNOG00000012684	ENSRNOT00000111604	ENSRNOP00000080965	Bloc1s2	293938
ENSRNOG00000012684	ENSRNOT00000090755	ENSRNOP00000068679	Bloc1s2	293938
ENSRNOG00000012684	ENSRNOT00000017006	ENSRNOP00000017006	Bloc1s2	293938
ENSRNOG00000069040	ENSRNOT00000108611			120100403
ENSRNOG00000014258	ENSRNOT00000019121		Rab32	365042
ENSRNOG00000010918	ENSRNOT00000014517			
ENSRNOG00000030825	ENSRNOT00000045231	ENSRNOP00000042330	Olr533	404876
ENSRNOG00000063357	ENSRNOT00000103280	ENSRNOP00000083325		
ENSRNOG00000066483	ENSRNOT00000119436		SNORD116	120100319
ENSRNOG00000014617	ENSRNOT00000099476	ENSRNOP00000077475	Tgoln2	192152
ENSRNOG00000014617	ENSRNOT00000019713	ENSRNOP00000019713	Tgoln2	192152
ENSRNOG00000014617	ENSRNOT00000115005	ENSRNOP00000096733	Tgoln2	192152
ENSRNOG00000014617	ENSRNOT00000117115	ENSRNOP00000083644	Tgoln2	192152
ENSRNOG00000051780	ENSRNOT00000085710		AC129234.1	120100462
ENSRNOG00000067027	ENSRNOT00000104840	ENSRNOP00000084917		108349691
ENSRNOG00000035560	ENSRNOT00000053683		Mir150	100314158
ENSRNOG00000008980	ENSRNOT00000012086	ENSRNOP00000012086	Rbm48	296840
ENSRNOG00000019416	ENSRNOT00000088431	ENSRNOP00000073100		499094
ENSRNOG00000019416	ENSRNOT00000110811	ENSRNOP00000087905		499094
ENSRNOG00000019416	ENSRNOT00000115645	ENSRNOP00000085711		499094
ENSRNOG00000019416	ENSRNOT00000105628	ENSRNOP00000095401		499094
ENSRNOG00000019416	ENSRNOT00000026252	ENSRNOP00000026252		499094
ENSRNOG00000017366	ENSRNOT00000023325	ENSRNOP00000023325	Olr192	365336
ENSRNOG00000007608	ENSRNOT00000010019	ENSRNOP00000010019	Fezf1	500048
ENSRNOG00000066968	ENSRNOT00000100084			
ENSRNOG00000066968	ENSRNOT00000102824			
ENSRNOG00000066968	ENSRNOT00000111468			
ENSRNOG00000066968	ENSRNOT00000103153			
ENSRNOG00000053012	ENSRNOT00000088510		AABR07006451.2	120100427
ENSRNOG00000059864	ENSRNOT00000087676		Gm24794	120100432
ENSRNOG00000053838	ENSRNOT00000081101		SNORD115	120100288
ENSRNOG00000068567	ENSRNOT00000107911			
ENSRNOG00000066506	ENSRNOT00000116937			
ENSRNOG00000066506	ENSRNOT00000094281			
ENSRNOG00000015294	ENSRNOT00000020806	ENSRNOP00000020806	Paxx	296565
ENSRNOG00000015294	ENSRNOT00000113013	ENSRNOP00000084756	Paxx	296565
ENSRNOG00000063945	ENSRNOT00000103053		Mir6317-1	104796149
ENSRNOG00000063945	ENSRNOT00000103053		Mir6317-1	102465155
ENSRNOG00000056110	ENSRNOT00000084704	ENSRNOP00000071742	Olr500	404884
ENSRNOG00000028721	ENSRNOT00000034252	ENSRNOP00000033828	Otor	366206
ENSRNOG00000067832	ENSRNOT00000103439	ENSRNOP00000091566		102554288
ENSRNOG00000067832	ENSRNOT00000097704	ENSRNOP00000097484		102554288
ENSRNOG00000066101	ENSRNOT00000098342	ENSRNOP00000084793	Gm9999	100911574
ENSRNOG00000057261	ENSRNOT00000080414		Metazoa_SRP	
ENSRNOG00000070161	ENSRNOT00000090675	ENSRNOP00000068801		
ENSRNOG00000065242	ENSRNOT00000103943			
ENSRNOG00000065242	ENSRNOT00000102066			
ENSRNOG00000063217	ENSRNOT00000101208	ENSRNOP00000095629	Rrlt	679825
ENSRNOG00000063217	ENSRNOT00000111264	ENSRNOP00000089574	Rrlt	679825
ENSRNOG00000064622	ENSRNOT00000107322			108350428
ENSRNOG00000064622	ENSRNOT00000102697			108350428
ENSRNOG00000064622	ENSRNOT00000109095			108350428
ENSRNOG00000064622	ENSRNOT00000106304			108350428
ENSRNOG00000064622	ENSRNOT00000111411			108350428
ENSRNOG00000036631	ENSRNOT00000054808	ENSRNOP00000066082	Ptgdr2	309212
ENSRNOG00000066494	ENSRNOT00000105736		SNORD116	120100331
ENSRNOG00000062875	ENSRNOT00000104072			
ENSRNOG00000016659	ENSRNOT00000044183	ENSRNOP00000045891	Habp2	292126
ENSRNOG00000016659	ENSRNOT00000022382	ENSRNOP00000022382	Habp2	292126
ENSRNOG00000059820	ENSRNOT00000086696		AC110837.2	120100360
ENSRNOG00000049846	ENSRNOT00000073580		Mir344g	102465154
ENSRNOG00000014946	ENSRNOT00000020077	ENSRNOP00000020077	Thumpd1	309041
ENSRNOG00000014946	ENSRNOT00000084389	ENSRNOP00000070986	Thumpd1	309041
ENSRNOG00000067771	ENSRNOT00000094067	ENSRNOP00000095400		
ENSRNOG00000070965	ENSRNOT00000111736			
ENSRNOG00000009468	ENSRNOT00000012831	ENSRNOP00000012832	Il12a	84405
ENSRNOG00000009468	ENSRNOT00000100522	ENSRNOP00000080028	Il12a	84405
ENSRNOG00000065570	ENSRNOT00000101972			120100463
ENSRNOG00000063736	ENSRNOT00000097086	ENSRNOP00000097593		
ENSRNOG00000069752	ENSRNOT00000095767			
ENSRNOG00000069752	ENSRNOT00000117658			
ENSRNOG00000069390	ENSRNOT00000100023	ENSRNOP00000092571		
ENSRNOG00000020318	ENSRNOT00000083551	ENSRNOP00000069099	Pnkp	308576
ENSRNOG00000020318	ENSRNOT00000116508	ENSRNOP00000093468	Pnkp	308576
ENSRNOG00000020318	ENSRNOT00000051640	ENSRNOP00000039388	Pnkp	308576
ENSRNOG00000047406	ENSRNOT00000071842	ENSRNOP00000064743	RGD1308544	361192
ENSRNOG00000070104	ENSRNOT00000100235			
ENSRNOG00000009135	ENSRNOT00000068499	ENSRNOP00000060110	1700109H08Rik	500007
ENSRNOG00000050445	ENSRNOT00000073233	ENSRNOP00000064735	Gde1	60418
ENSRNOG00000067778	ENSRNOT00000040055	ENSRNOP00000040660	Olr514	295767
ENSRNOG00000069614	ENSRNOT00000112694		SNORD116	120100327
ENSRNOG00000069896	ENSRNOT00000116385		U6	120100132
ENSRNOG00000067200	ENSRNOT00000096816			
ENSRNOG00000035565	ENSRNOT00000053688		Mir330	100313974
ENSRNOG00000031110	ENSRNOT00000043023	ENSRNOP00000043540	Olr53	405378
ENSRNOG00000010628	ENSRNOT00000114125	ENSRNOP00000077650	Sec13	297522
ENSRNOG00000010628	ENSRNOT00000106299	ENSRNOP00000091682	Sec13	297522
ENSRNOG00000010628	ENSRNOT00000014377	ENSRNOP00000014377	Sec13	297522
ENSRNOG00000058224	ENSRNOT00000085804		RNaseP_nuc	
ENSRNOG00000067930	ENSRNOT00000096504			
ENSRNOG00000022491	ENSRNOT00000109502	ENSRNOP00000097696	Wdr76	311361
ENSRNOG00000022491	ENSRNOT00000036209	ENSRNOP00000034184	Wdr76	311361
ENSRNOG00000051199	ENSRNOT00000076015	ENSRNOP00000068297	Fsip2	680315
ENSRNOG00000051199	ENSRNOT00000089165	ENSRNOP00000072155	Fsip2	680315
ENSRNOG00000016597	ENSRNOT00000022226	ENSRNOP00000084413	AABR07006081.1	
ENSRNOG00000064367	ENSRNOT00000111961		SNORD115	120100237
ENSRNOG00000064092	ENSRNOT00000095150		U6	120100155
ENSRNOG00000064252	ENSRNOT00000115905			
ENSRNOG00000067132	ENSRNOT00000100415		Mir344i	102466148
ENSRNOG00000068454	ENSRNOT00000111334		U6	120100122
ENSRNOG00000068454	ENSRNOT00000111334		U6	120100121
ENSRNOG00000067999	ENSRNOT00000105599			
ENSRNOG00000028095	ENSRNOT00000029655	ENSRNOP00000033421	Lcn6	414138
ENSRNOG00000018953	ENSRNOT00000025829	ENSRNOP00000025829	Cblc	292699
ENSRNOG00000018953	ENSRNOT00000110504	ENSRNOP00000095345	Cblc	292699
ENSRNOG00000018953	ENSRNOT00000092048	ENSRNOP00000070090	Cblc	292699
ENSRNOG00000069628	ENSRNOT00000108624			
ENSRNOG00000062564	ENSRNOT00000114512	ENSRNOP00000091033		120098765
ENSRNOG00000065292	ENSRNOT00000094847			
ENSRNOG00000065292	ENSRNOT00000112518			
ENSRNOG00000018940	ENSRNOT00000077441	ENSRNOP00000070095	Slc28a1	116642
ENSRNOG00000018940	ENSRNOT00000025621	ENSRNOP00000025621	Slc28a1	116642
ENSRNOG00000068976	ENSRNOT00000098724	ENSRNOP00000086604		
ENSRNOG00000052649	ENSRNOT00000083729		AABR07008309.1	
ENSRNOG00000052649	ENSRNOT00000098627		AABR07008309.1	
ENSRNOG00000052649	ENSRNOT00000115609		AABR07008309.1	
ENSRNOG00000052649	ENSRNOT00000109665		AABR07008309.1	
ENSRNOG00000013945	ENSRNOT00000018696	ENSRNOP00000018696	Itpkc	308451
ENSRNOG00000013945	ENSRNOT00000100648	ENSRNOP00000084385	Itpkc	308451
ENSRNOG00000068179	ENSRNOT00000117339			
ENSRNOG00000068179	ENSRNOT00000113565			
ENSRNOG00000068179	ENSRNOT00000115025			
ENSRNOG00000068368	ENSRNOT00000116322			120100464
ENSRNOG00000070203	ENSRNOT00000113095		SNORD115	
ENSRNOG00000065397	ENSRNOT00000108387		U6	120100157
ENSRNOG00000067004	ENSRNOT00000101391			
ENSRNOG00000040447	ENSRNOT00000062200		Mir708	100314266
ENSRNOG00000033706	ENSRNOT00000029197	ENSRNOP00000032634	Klk14	308562
ENSRNOG00000031947	ENSRNOT00000045531	ENSRNOP00000044605	AABR07071986.1	100361060
ENSRNOG00000016565	ENSRNOT00000022193	ENSRNOP00000069116		365179
ENSRNOG00000066104	ENSRNOT00000105172			
ENSRNOG00000065362	ENSRNOT00000072310	ENSRNOP00000065534	Olr443	295715
ENSRNOG00000066508	ENSRNOT00000118416			
ENSRNOG00000061455	ENSRNOT00000075730	ENSRNOP00000073751	Olr354	405931
ENSRNOG00000009172	ENSRNOT00000012196	ENSRNOP00000012196	Cpvl	502774
ENSRNOG00000009172	ENSRNOT00000085812	ENSRNOP00000070651	Cpvl	502774
ENSRNOG00000000096	ENSRNOT00000000107	ENSRNOP00000000107	Pdzk1	65144
ENSRNOG00000014385	ENSRNOT00000115886	ENSRNOP00000087654	Wnt2b	116466
ENSRNOG00000014385	ENSRNOT00000019349	ENSRNOP00000019349	Wnt2b	116466
ENSRNOG00000019138	ENSRNOT00000025949	ENSRNOP00000025949	Clec11a	29313
ENSRNOG00000019138	ENSRNOT00000113316	ENSRNOP00000087157	Clec11a	29313
ENSRNOG00000015424	ENSRNOT00000020678	ENSRNOP00000020678	Olr51	405904
ENSRNOG00000011135	ENSRNOT00000119389	ENSRNOP00000093700	Gtf2b	81673
