Gene stable ID	RefSeq peptide ID
YJL062W-A	NP_076894.3
YBR019C	NP_009575.1
YBR022W	NP_009578.1
YDR158W	NP_010442.3
YOR230W	NP_014873.3
YNL099C	NP_014300.3
YKL173W	NP_012748.1
YER159C	NP_011086.3
YML057W	NP_013655.1
YML055W	NP_013657.1
YDR439W	NP_010727.1
YBR121C-A	
YJL110C	NP_012425.1
YNL182C	NP_014217.1
YJR088C	NP_012621.1
YMR105C	NP_013823.1
YOR144C	NP_014787.3
YPR101W	NP_015426.1
YPL179W	NP_015146.1
YCL024W	NP_009907.2
YNL180C	NP_014219.1
YLR321C	NP_013425.1
YPL224C	NP_015100.2
YOL081W	NP_014560.1
YNR001C	NP_014398.1
YOL052C	NP_014590.1
YOR285W	NP_014928.1
YIL050W	NP_012214.3
YMR268C	NP_013995.1
YDL206W	NP_010075.1
YLR327C	NP_013431.1
YBR119W	NP_009677.1
YDR125C	NP_010410.3
YFR052W	NP_116710.1
YLR154C-H	NP_878123.1
YLR154C-H	NP_878127.1
YLR154C-H	NP_878126.1
YLR154C-H	NP_878122.1
YGL211W	NP_011304.2
YIL107C	NP_012159.1
YJL213W	NP_012322.1
YML133W-B	
YPR204W	NP_015530.1
YBL022C	NP_009531.1
YIL150C	NP_012116.1
YPR103W	NP_015428.1
YGR141W	NP_011657.1
YIL165C	NP_012101.1
YDR338C	NP_010625.1
YKL061W	NP_012862.1
YOR058C	NP_116582.1
YPR155C	NP_015481.1
YDR526C	
YJR046W	NP_012580.1
YER084W	NP_001257673.1
YOR270C	NP_014913.3
YHR125W	
YGL239C	
YDR533C	NP_010822.1
YOL154W	NP_014488.1
YOR115C	NP_014758.3
YDR272W	NP_010558.3
YLR247C	NP_013348.1
YER183C	NP_011110.1
YKL139W	NP_012783.1
YOL003C	NP_014640.1
YNL091W	NP_014308.1
YGL097W	NP_011418.1
YGR030C	NP_011544.1
YNL157W	NP_014242.1
YDR197W	NP_010483.1
YEL009C-A	
YNL315C	NP_014084.1
YDR512C	NP_010800.3
YOR258W	NP_014901.1
YPL250W-A	
YDR489W	NP_010777.3
YEL059C-A	NP_058154.3
YOL103W	NP_014538.2
YLR167W	NP_013268.1
YLR220W	NP_013321.1
YLR455W	NP_013560.3
YJL020C	NP_012514.2
YLR282C	
YKL180W	NP_012741.1
YOR215C	NP_014858.1
YDR299W	NP_010585.3
YKL004W	NP_012922.1
YDL015C	NP_010269.1
YDR304C	NP_010590.3
YNL221C	NP_014178.1
YHR206W	NP_012076.3
YML090W	
YDR271C	
YOL095C	NP_014546.1
YPL244C	NP_015080.1
YAL053W	NP_009348.2
YDL181W	NP_010100.1
YGR224W	NP_011740.3
YHR097C	NP_011965.1
YLR094C	NP_013195.1
YPR141C	NP_015467.1
YGR142W	NP_011658.3
YML101C	NP_013607.1
YFL064C	NP_116591.1
YOL063C	NP_014578.1
YNR052C	NP_014450.3
YCR060W	NP_009986.1
YGR186W	NP_011702.1
YNL061W	NP_014338.3
YOL079W	
YDR367W	NP_010655.1
YER172C	NP_011099.1
YHR005C-A	NP_011869.1
YCR071C	NP_009996.2
YOR389W	NP_015034.3
Q0065	NP_009307.2
YGR181W	NP_011697.3
YLR272C	NP_013374.1
YKL143W	NP_012779.1
YNL284C	NP_014115.1
YLR264C-A	NP_878129.1
YDR085C	NP_010370.1
YIL045W	NP_012219.3
YMR012W	NP_013725.1
YJL187C	NP_012348.1
YCR007C	NP_009933.1
YOR231W	NP_014874.1
YHR193C-A	
YJR131W	NP_012665.3
YDL097C	NP_010186.1
YHR007C	NP_011871.1
YHR214C-D	NP_878094.1
YIL126W	NP_012140.1
YGL081W	NP_011434.1
YMR202W	NP_013929.1
YOR021C	NP_014664.1
YGR082W	NP_011596.1
YOR139C	
YPR156C	NP_015482.1
YMR083W	NP_013800.1
YAL031W-A	
YPL240C	NP_015084.1
YNR040W	NP_014438.3
YPR188C	NP_015514.1
YFL015C	
YHR212W-A	NP_878091.3
YGL028C	NP_011487.3
YDL139C	NP_010142.2
YJL133W	NP_012402.1
YKL062W	NP_012861.1
YFL011W	NP_116644.1
YPL111W	NP_015214.1
YHR184W	NP_012054.1
YOR120W	NP_014763.1
YPR119W	NP_015444.1
YNL246W	NP_014153.1
YFR017C	NP_116672.1
YLR338W	
YCL012C	NP_976246.1
YJL086C	
YBR243C	NP_009802.3
YGL021W	NP_011494.1
YDR200C	NP_010486.3
YBR234C	NP_009793.1
YJR053W	NP_012587.3
YDR191W	NP_010477.3
YDR451C	NP_010739.3
YGL110C	NP_011405.1
YJR044C	NP_012578.3
YGR167W	NP_011683.3
YGL017W	NP_011498.1
YLR181C	NP_013282.1
YBR179C	NP_009738.1
YBR247C	NP_009806.3
YOL038W	NP_014604.1
YOR023C	NP_014666.1
YJR100C	NP_012634.3
YOL124C	NP_014517.1
YOR212W	NP_014855.3
YDR469W	NP_010757.3
YMR017W	NP_013730.1
YDR470C	NP_010758.3
YIL158W	NP_012108.3
YBR124W	
YLR458W	
YML085C	NP_013625.1
YOL013W-A	NP_878166.1
YPL192C	NP_015132.1
YNL097W-A	
YBL086C	NP_009467.1
YDR105C	NP_010390.3
YGR156W	NP_011672.1
YDR483W	NP_010771.1
YKL172W	NP_012749.1
YML013W	NP_013699.1
YOL120C	NP_014521.1
YOL120C	NP_014098.1
YER092W	NP_011017.3
YGR291C	
YOR181W	NP_014824.1
YDL123W	NP_010160.1
YGR197C	NP_011713.1
YBL065W	
YIR018W	NP_012283.1
YPL059W	NP_015266.1
YPL218W	NP_015106.1
YBR227C	NP_009786.1
YJR012C	NP_012546.3
YDL199C	NP_010082.1
YIR039C	NP_012305.3
YMR224C	NP_013951.1
YGR041W	NP_011555.3
YKR014C	NP_012939.1
YGL079W	NP_011436.1
YLR180W	NP_013281.1
YAL019W	NP_009383.1
YNL121C	NP_014278.3
YBR218C	NP_009777.1
YLR250W	NP_013351.1
YCR081C-A	
YKL149C	NP_012773.1
YBR244W	NP_009803.3
YFL018C	NP_116635.1
YLR222C-A	
YOR333C	
YAL024C	NP_009378.1
Q0080	NP_009312.1
Q0080	YP_009144707.1
YGL107C	NP_011408.1
YMR059W	NP_013775.2
YDR505C	NP_010793.2
YDL045W-A	NP_010238.1
YGL168W	NP_011347.1
YMR072W	NP_013788.1
YDL045C	NP_010239.1
YPL264C	NP_015059.1
YBR160W	NP_009718.3
YMR304W	NP_014033.1
YML087C	NP_013623.1
YMR195W	NP_013922.1
YIL082W	
YOR335C	NP_014980.3
YDR361C	NP_010648.3
YIL056W	NP_012208.1
YEL008C-A	
YBL080C	NP_009473.2
YIL161W	NP_012105.1
YBR083W	NP_009639.3
YBR294W	NP_009853.3
YJR067C	NP_012601.1
YEL032W	NP_010882.1
YKR099W	NP_013025.3
YFL032W	
YKL110C	NP_012812.1
YPL198W	NP_015126.1
YNL043C	
YNR055C	NP_014453.3
YJR146W	NP_001257683.1
YPL006W	NP_015319.1
YHR132C	NP_012000.1
YPR161C	NP_015487.1
YKL094W	NP_012829.1
YJR140W-A	
YPL145C	NP_015180.1
YMR240C	NP_013967.1
YKR094C	NP_013020.3
YKR094C	NP_012118.1
YDR406W-A	
YLR424W	NP_013528.1
YGL228W	NP_011286.1
YNL039W	NP_014359.3
YMR308C	NP_014039.1
YIL119C	NP_012147.3
YGR183C	NP_011699.1
YOL046C	
YGL050W	NP_011465.3
YBR091C	NP_009649.1
YDR199W	
YGR273C	NP_011789.1
YIL016W	NP_012248.1
YML001W	NP_013713.1
YDR266C	NP_010552.3
YPL092W	NP_015233.1
YGR086C	NP_011600.3
YGR228W	
YJR130C	NP_012664.1
YKR058W	NP_012984.2
YEL010W	
YKL183C-A	NP_878109.1
YLR253W	NP_013354.1
YDL242W	
YDR002W	NP_010285.1
YGL145W	NP_116577.1
YDR214W	NP_010500.3
YBR284W	NP_009843.3
YEL040W	NP_010874.3
YDR130C	NP_010415.1
YNR036C	NP_014434.1
YEL059W	
YOL029C	NP_014613.1
Q0160	NP_009324.1
YDL176W	NP_010105.1
YIL144W	NP_012122.3
YGR098C	NP_011612.3
YOL155W-A	NP_878162.1
YPR181C	NP_015507.1
YGR074W	NP_011588.3
YBR158W	NP_009716.1
YDR358W	NP_010645.1
YDR544C	
YLR390W-A	NP_013495.1
YGL098W	NP_011417.1
YDR460W	NP_010748.3
YNL304W	NP_014095.2
YOR072W	
YOL161C	NP_014481.1
YBR111W-A	NP_878049.2
YJR069C	NP_012603.1
YER105C	NP_011031.1
YHR182C-A	
YML114C	NP_013593.1
YBL071C	NP_001333723.1
YJR120W	NP_012654.1
YIL026C	NP_012238.1
YJL186W	NP_012349.2
Q0070	NP_009306.1
YJL008C	NP_012526.1
YNL119W	NP_014280.3
YDR034W-B	NP_010319.3
YCR036W	NP_009965.2
YNL034W	NP_014364.1
YHR025W	NP_011890.1
YJL061W	NP_012474.1
YMR319C	NP_014052.1
YOL122C	NP_014519.1
YLR233C	NP_013334.1
YDL028C	NP_010256.2
YNL187W	NP_014212.1
YEL053C	NP_010861.3
YCR063W	NP_009990.1
YOR252W	NP_014895.2
YAL034W-A	NP_009367.1
YEL046C	NP_010868.1
YOR157C	NP_014800.3
YNL310C	NP_014089.2
YGL096W	NP_011419.1
YGR240C-A	NP_878083.1
YCL042W	NP_009889.2
YBR126W-B	
YDR061W	NP_010346.3
YER137C	NP_011063.3
YDR060W	NP_010345.3
YJR085C	NP_012618.3
YHR055C	NP_011922.1
YHR055C	NP_011920.1
YLR347W-A	
YPR171W	NP_015497.1
YHR073W	NP_011940.1
YPR122W	NP_015447.1
YGR172C	NP_011688.3
YJR040W	NP_012574.1
YBR229C	NP_009788.3
YDR169C-A	NP_878062.3
YDR363W	NP_010650.1
YKR052C	NP_012978.1
YPL091W	NP_015234.1
YKL157W	NP_012765.3
YPL137C	NP_015188.1
YDR422C	NP_010710.4
YOL107W	NP_014534.1
YDR119W	NP_010404.1
YER013W	NP_010929.3
YHL015W-A	NP_878085.1
YLR117C	NP_013218.1
YJL189W	NP_012346.1
YOR274W	NP_014917.3
YNL277W	NP_014122.1
YAL064W-B	NP_009336.1
YDR097C	NP_010382.3
YIL163C	NP_001257678.1
YAL018C	NP_009384.1
YBR042C	NP_009598.1
YKL068W-A	NP_878111.1
YKR062W	NP_012988.1
YNL126W	NP_014273.1
YKL091C	NP_012832.1
YOL013W-B	
YKR073C	
YJR039W	NP_012573.1
Q0142	
YGR194C	NP_011710.3
YML075C	NP_013636.1
YHR064C	NP_011931.2
YMR075W	NP_013791.1
YKR087C	NP_013013.2
YBR150C	NP_009708.1
YER147C-A	
YOR343C	
YDR042C	NP_010327.3
YGL026C	NP_011489.1
YNL210W	NP_014189.1
YNR041C	NP_014439.3
YML129C	NP_013577.1
YGL213C	NP_011302.1
YHL041W	
YLR110C	NP_013211.1
YOR093C	NP_014736.1
Q0275	YP_009144713.1
Q0275	NP_009328.1
YGL248W	NP_011266.1
YNL193W	NP_014206.2
YNL301C	NP_014521.1
YNL301C	NP_014098.1
YDL160C	NP_010121.1
YGL075C	NP_011440.1
YPL014W	NP_015311.1
YHR143W	NP_012012.1
YGL256W	NP_011258.2
YDR425W	NP_010713.1
YOR381W-A	NP_878177.3
YBR298C	NP_009857.1
YEL036C	NP_010878.1
YBR143C	NP_009701.3
YML073C	NP_013638.1
YMR149W	NP_013869.1
YNL263C	NP_014136.1
YAL037C-A	NP_878040.1
YIL139C	NP_012127.1
YLR072W	NP_013173.1
YOL065C	NP_014576.1
YNL059C	NP_014339.1
YOR092W	NP_014735.1
YMR233W	NP_013960.1
YDR228C	NP_010514.3
YGL012W	NP_011503.1
YPL164C	NP_015161.1
YPL163C	NP_015162.1
YLR069C	NP_013170.1
YHR052W-A	
YLR403W	NP_013507.1
YNL028W	
YOR207C	NP_014850.1
YKL070W	NP_012853.1
YPR069C	NP_015394.1
YPL038W-A	NP_878182.1
YJL202C	
YDR319C	NP_010605.1
YJL009W	
YDR471W	NP_010759.1
YLR008C	NP_013108.1
YNL044W	NP_014354.2
YER094C	NP_011020.3
YBR014C	NP_009570.1
YDR089W	NP_010374.1
YMR048W	NP_013763.1
YGL082W	NP_011433.3
YLR231C	NP_013332.1
YOR365C	NP_015010.1
YML030W	NP_013682.1
YBR259W	NP_009818.3
YJR005W	NP_012538.3
YMR118C	NP_013836.1
YOL005C	NP_014638.1
YOL020W	NP_014622.1
YER038C	NP_010955.3
YKR038C	NP_012964.2
YKR048C	NP_012974.1
YLR264W	NP_013366.1
YIL068C	NP_012196.1
YPR072W	NP_015397.1
YJL006C	NP_012528.1
YKL096W-A	NP_012826.1
YCR097W-A	
YGR161C	NP_011677.3
YIL065C	NP_012199.3
YBR060C	NP_009616.1
YFR036W	NP_116694.1
YKL014C	NP_012911.3
YOL053W	NP_014588.1
YDR275W	NP_010561.1
YJR150C	NP_012684.4
YPR067W	NP_015392.1
YCR025C	
YPL175W	NP_015150.2
YIL098C	NP_012168.3
YLR164W	NP_013265.1
YHL047C	NP_011816.2
YIL141W	
YHR175W-A	NP_878090.1
YLR079W	NP_013180.1
YCR069W	NP_009995.1
YOL117W	NP_014524.1
YHR003C	NP_011866.1
YLR103C	NP_013204.1
YCR041W	NP_001297596.1
YDR043C	NP_010328.3
YLR170C	NP_013271.1
YNL026W	NP_014372.1
YLR228C	NP_013329.1
YPL088W	NP_015237.1
YNL067W	NP_014332.1
YFR006W	NP_116661.1
YLL036C	NP_013064.1
YJR098C	NP_012632.2
YJL103C	NP_012432.1
YLR467C-A	
YDR129C	NP_010414.3
YIL009W	NP_012257.1
YJL156C	NP_012379.2
YBR180W	NP_009739.1
YBL034C	NP_009519.1
YDR136C	
YKR082W	NP_013008.3
YHL032C	NP_011831.1
YHR154W	NP_012024.1
YNL205C	
YNL104C	NP_014295.1
YDL066W	NP_010217.1
YOR038C	NP_014681.1
YGR274C	NP_011790.1
YBR212W	NP_009771.3
YOR303W	NP_014947.3
YDR302W	NP_010588.1
YIR021W-A	NP_878100.1
YOR137C	NP_014780.3
YCR102W-A	
YLR198C	
YOL034W	NP_014608.1
YOR052C	NP_014695.1
YAL056C-A	
YDR239C	NP_010525.1
YDR539W	NP_010828.1
YBR071W	NP_009627.3
YDL125C	NP_010158.1
YPL125W	NP_015200.1
YPL090C	NP_015235.1
YPL090C	NP_009740.3
YPR120C	NP_015445.1
YLR411W	NP_013515.3
YMR260C	NP_013987.1
YBL074C	NP_009479.1
YBL107C	NP_009443.1
YBR097W	NP_009655.2
YDR493W	NP_010781.1
YPR198W	NP_015524.1
YLR056W	NP_013157.1
YJL185C	NP_012350.1
YOR190W	NP_014833.3
YIR020C-B	
YGR031C-A	NP_001027023.1
YLR429W	NP_013533.1
YMR135W-A	
YNL169C	NP_014230.1
YBR136W	NP_009694.3
YNL268W	NP_014131.1
YPR053C	
YKR045C	NP_012971.2
Q0010	
YJL135W	
YPR106W	NP_015431.1
YDR101C	NP_010386.1
YKL018C-A	NP_076899.1
YDR182W-A	NP_878063.3
YEL034W	NP_010880.3
YHR031C	NP_011896.1
YKL126W	NP_012796.1
YLL060C	NP_013040.1
YDR212W	NP_010498.1
YNL162W	NP_014237.2
YNL162W	NP_012010.1
YER144C	NP_011071.3
YGL037C	NP_011478.3
YBR039W	NP_009595.1
YDR476C	NP_010764.1
YIL044C	NP_012220.3
YKR072C	NP_012998.1
YPL250C	NP_015073.1
YBL089W	NP_009464.2
YCR020C-A	NP_009948.1
YDL131W	NP_010151.1
YPL051W	NP_015274.1
YER069W	NP_010992.1
YAL048C	NP_009351.1
YDR458C	NP_010746.1
YJR138W	NP_012672.1
YJL108C	NP_012427.1
YPR013C	NP_015338.1
YKR075W-A	
YEL066W	
YOL039W	NP_014603.1
YDR081C	NP_010366.1
YPL121C	NP_015204.1
YNL257C	NP_014142.1
YBL067C	NP_009486.3
YKL074C	NP_012849.1
YLR310C	NP_013413.1
YPR068C	NP_015393.1
YNL229C	NP_014170.1
YOR349W	NP_014994.3
YBR270C	NP_009829.2
YGL252C	NP_011262.1
YML056C	NP_013656.1
YBR087W	NP_009644.3
YKL087C	NP_012836.1
YOL090W	NP_014551.1
YOR271C	NP_014914.1
YDL071C	
YOR173W	NP_014816.2
YFR021W	NP_444297.1
YGL250W	NP_011264.2
YPR160W-A	
YPR202W	NP_015528.1
YIR020W-A	
YML064C	NP_013647.1
YGR260W	NP_011776.1
YPL270W	NP_015053.2
YIR004W	NP_012269.1
YLR342W	NP_013446.1
YJR037W	
YGR159C	NP_011675.1
YDR113C	NP_010398.3
YBR121C	NP_009679.2
YDR168W	NP_010452.1
YAL025C	NP_009377.2
YIL092W	NP_012174.3
YGR006W	NP_011520.2
YOR106W	NP_014749.1
YAR064W	NP_009429.1
YDR520C	NP_010808.3
YML132W	NP_009861.1
YML132W	NP_013574.1
YPL248C	NP_015076.1
YBR026C	NP_009582.1
YOR108W	NP_014751.1
YKL018W	NP_012907.3
YDR307W	NP_010593.3
YER161C	NP_011088.1
YGL121C	NP_011394.1
YLR017W	NP_013117.1
YJR079W	NP_012613.1
YBR197C	NP_009756.1
YGL040C	NP_011475.1
YML113W	NP_013594.1
YKL135C	NP_012787.1
YJR049C	NP_012583.1
YAL031C	NP_009371.1
YER131W	NP_011057.1
YGR130C	NP_011646.1
YKL112W	NP_012810.1
YBR027C	NP_001333724.1
YHL042W	NP_011821.1
YNL042W-B	NP_878157.3
YOR059C	NP_014702.1
YIL136W	NP_012130.1
YER027C	NP_010944.1
YBR177C	NP_009736.3
YAR075W	
YHR022C-A	NP_878087.1
YML058W-A	NP_219498.1
YDR265W	NP_010551.1
YIR022W	NP_012288.1
YHR180C-B	
YOL149W	NP_014492.1
Q0255	NP_009327.1
YIL002W-A	NP_878098.1
YPR058W	NP_015383.1
YDL076C	NP_010207.1
YDL006W	NP_010278.3
YBR176W	NP_009735.3
YPL004C	NP_015321.1
YNL248C	NP_014151.1
YGR021W	NP_011535.1
YKR085C	NP_013011.1
YLR304C	NP_013407.1
YJR008W	NP_012541.1
YKR102W	NP_013028.1
YOR121C	
YPR110C	NP_015435.1
YKL217W	NP_012705.1
YOL106W	
YNR045W	NP_014443.3
YJR023C	
YMR136W	NP_013856.1
YIL066W-A	
YML091C	NP_013619.1
YAL063C-A	NP_878039.1
YBR230W-A	NP_001018029.1
YNR051C	NP_014449.1
YER088C-A	
YGR097W	NP_011611.1
YLL052C	NP_013048.1
YMR199W	NP_013926.1
YOR295W	NP_014938.3
YIL133C	NP_012133.1
YDL086W	NP_010197.1
YGL170C	NP_011345.3
YHR106W	NP_011974.1
YCR092C	NP_010016.2
YOR203W	
YHR186C	NP_012056.1
YDR238C	NP_010524.3
YMR286W	NP_014013.1
YFL034W	NP_116583.2
YGL166W	NP_011349.3
YKR044W	NP_012970.3
YGL104C	NP_011411.3
YHL029C	NP_011834.1
YDR077W	NP_010362.3
YDR381C-A	NP_219495.2
YHR048W	NP_011914.1
YJR002W	NP_012535.3
YGR149W	NP_011665.1
YJR145C	NP_012679.3
YJR145C	NP_012073.1
YBR090C	NP_009648.4
YIL123W	NP_012143.2
YHR039C-A	NP_011905.1
YKR080W	NP_013006.3
YNL190W	NP_014209.1
YOR132W	NP_014775.3
YOR216C	NP_014859.3
YBL071C-B	NP_878044.1
YHR073W-A	
YPL042C	NP_015283.1
YNL194C	NP_014205.1
YKL065W-A	NP_001032580.1
YPR149W	NP_015475.1
YBR064W	
YIR001C	NP_012266.1
YDL023C	
YJR048W	NP_012582.1
YDL083C	NP_010200.1
YDL083C	NP_013863.2
YHR035W	NP_011900.1
YOR099W	NP_014742.1
YPL172C	NP_015153.1
YPR009W	NP_015334.1
YDR036C	NP_010321.1
YOR001W	NP_014643.1
YKL156C-A	
YLR027C	NP_013127.2
YDR057W	NP_010342.3
YCR005C	NP_009931.1
YBR044C	NP_009600.2
YLR214W	NP_013315.1
YMR025W	NP_013738.1
YCR038W-A	
YMR112C	
YGR195W	NP_011711.3
YER002W	NP_010917.3
YAL023C	NP_009379.2
YPL039W	NP_015286.1
YDR513W	NP_010801.1
YIL153W	NP_012113.1
YPR051W	NP_015376.1
YCL034W	NP_009896.2
YKR068C	NP_012994.1
YAL062W	NP_009339.1
YDR487C	NP_010775.1
YML127W	NP_013579.1
YNL080C	NP_014319.1
YCL026C-B	NP_065436.1
YDR066C	NP_010351.1
YPR134W	NP_015460.1
YIR002C	NP_012267.1
YKR027W	NP_012952.3
YBL068W	NP_009485.3
YNR005C	
YLL062C	NP_013038.1
YML005W	NP_013709.1
YGR250C	NP_011766.3
YLR378C	NP_013482.1
YJR009C	NP_012542.1
YJL222W-A	
YGL155W	NP_011360.1
YGL216W	NP_011299.1
YOR009W	NP_014652.1
YCR020W-B	NP_009949.1
YJL173C	NP_012362.1
YKL081W	NP_012842.1
YFL012W-A	
YPR118W	NP_015443.1
YNR064C	NP_014462.1
YLR023C	NP_013123.1
YBR216C	NP_009775.3
YKR022C	NP_012947.1
YLR425W	NP_013529.3
YMR160W	NP_013883.1
YDR352W	NP_010639.1
YJR014W	NP_012548.1
YOR204W	NP_014847.3
YFL024C	NP_116629.1
YOR209C	NP_014852.1
YDR278C	
YIL108W	NP_012158.1
YHR165C	NP_012035.1
YNL145W	NP_014254.1
YMR046W-A	
YNR068C	NP_014466.1
YKL083W	
YHL006C	NP_011857.2
YGR029W	NP_011543.4
YHL025W	NP_011838.1
YGL125W	NP_011390.2
YJR135W-A	NP_058168.1
YIR023C-A	
YGR038W	NP_011552.1
YGR008C	NP_011522.1
YPR019W	NP_015344.1
YEL062W	NP_010852.4
YNL323W	NP_014076.1
YNL003C	NP_014395.3
YCR094W	NP_010018.1
YJR045C	NP_012579.1
YPL213W	NP_015111.1
YBR271W	NP_009830.3
YDR079C-A	NP_076886.3
YNL199C	NP_014200.1
YHR172W	NP_012042.1
YEL074W	
YNL048W	NP_014350.1
YDR204W	NP_010490.1
YHR002W	NP_011865.1
YJL176C	NP_012359.1
YJL193W	NP_012342.1
YOR284W	NP_014927.3
YHR016C	NP_011880.1
YFL013C	NP_116641.1
YJR128W	
YPR121W	NP_015446.2
YER142C	NP_011069.1
YGR248W	NP_011764.3
YPL054W	NP_015271.1
YDL247W-A	
YIL067C	NP_012197.1
YDL024C	NP_010260.1
YGL094C	NP_011421.1
YGR131W	NP_011647.1
YKL198C	NP_012723.3
YCL028W	NP_009902.2
YOR036W	NP_014679.1
YLR073C	NP_013174.1
YER035W	NP_010952.3
YBR084W	NP_009640.1
YHR079C	NP_011946.1
YHR169W	NP_012039.1
YNL072W	NP_014327.1
YAL026C	NP_009376.2
YAL014C	NP_009388.2
YGR163W	NP_011679.3
YHR054C	NP_011921.1
YPL123C	NP_015202.1
YDR109C	NP_010394.3
YJL159W	NP_012376.3
YIR019C	NP_012284.3
YOR154W	NP_014797.1
YFL046W	NP_116608.1
YDR466W	NP_010754.1
YLL008W	NP_013093.1
YMR096W	NP_013814.1
YLL063C	NP_013037.1
YLR449W	NP_013554.3
YBR065C	NP_009621.3
YNL224C	NP_014175.1
YGR125W	NP_011641.1
YOR048C	NP_014691.1
YPL144W	NP_015181.1
YBR245C	NP_009804.1
