Gene stable ID	RefSeq peptide ID
WBGene00000086	NP_741710
WBGene00000086	NP_001024342
WBGene00000088	NP_493594
WBGene00000089	NP_493376
WBGene00000090	NP_496462
WBGene00000090	NP_001300488
WBGene00000092	NP_741787
WBGene00000092	NP_741787
WBGene00000092	NP_001309689
WBGene00000092	NP_001309690
WBGene00000092	NP_001370955
WBGene00000092	NP_001370955
WBGene00000092	NP_001370955
WBGene00000092	NP_001370955
WBGene00000092	NP_001370955
WBGene00000092	NP_001309692
WBGene00000093	NP_001041054
WBGene00000093	NP_001041055
WBGene00000094	NP_495008
WBGene00000095	NP_001251327
WBGene00000096	NP_001021036
WBGene00000096	NP_001021037
WBGene00000097	NP_506479
WBGene00000098	NP_505119
WBGene00000099	NP_491714
WBGene00000099	NP_491714
WBGene00000100	NP_001367381
WBGene00000100	NP_001367381
WBGene00000100	NP_001367381
WBGene00000100	NP_001367381
WBGene00000100	NP_001367382
WBGene00000100	NP_001317734
WBGene00000100	NP_001367383
WBGene00000100	NP_001317736
WBGene00000100	NP_001368606
WBGene00000100	NP_001317888
WBGene00000100	NP_001317897
WBGene00000100	NP_001317898
WBGene00000100	NP_001317899
WBGene00000100	NP_001317889
WBGene00000100	NP_001317890
WBGene00000100	NP_001317891
WBGene00000101	NP_001022045
WBGene00000101	NP_495565
WBGene00000101	NP_001379841
WBGene00000102	NP_001023645
WBGene00000102	NP_001023646
WBGene00000102	NP_001023647
WBGene00000103	NP_510357
WBGene00000103	NP_001024612
WBGene00000105	NP_001379113
WBGene00000105	NP_001379113
WBGene00000105	NP_001379113
WBGene00000105	NP_001367206
WBGene00000106	NP_871992
WBGene00000106	NP_493837
WBGene00000107	NP_498081
WBGene00000107	NP_001379805
WBGene00000107	NP_001379805
WBGene00000108	NP_503467
WBGene00000109	NP_502054
WBGene00000110	NP_741553
WBGene00000110	NP_741554
WBGene00000110	NP_504634
WBGene00000110	NP_001360568
WBGene00000111	NP_503545
WBGene00000112	NP_493946
WBGene00000112	NP_493946
WBGene00000112	NP_871951
WBGene00000112	NP_001022212
WBGene00000112	NP_001040782
WBGene00000113	NP_001254393
WBGene00000113	NP_001367295
WBGene00000114	NP_001022078
WBGene00000114	NP_001022079
WBGene00000115	NP_498263
WBGene00000115	NP_498263
WBGene00000116	NP_509203
WBGene00000117	NP_001379574
WBGene00000117	NP_001379575
WBGene00000117	NP_001379575
WBGene00000118	NP_001022930
WBGene00000118	NP_001370775
WBGene00000120	NP_501588
WBGene00000121	NP_501594
WBGene00000122	NP_001076697
WBGene00000123	NP_500523
WBGene00000133	NP_508784
WBGene00000134	NP_502496
WBGene00000135	NP_495761
WBGene00000136	NP_508783
WBGene00000137	NP_497772
WBGene00000138	NP_001369790
WBGene00000139	NP_001355373
WBGene00000139	NP_001256964
WBGene00000140	NP_491353
WBGene00000140	NP_001343735
WBGene00000140	NP_001343707
WBGene00000142	NP_505604
WBGene00000143	NP_498762
WBGene00000144	NP_001256220
WBGene00000144	NP_001256217
WBGene00000144	NP_001256218
WBGene00000144	NP_001256219
WBGene00000145	NP_497937
WBGene00000146	NP_001256353
WBGene00000146	NP_001256354
WBGene00000146	NP_001256355
WBGene00000146	NP_001256356
WBGene00000147	NP_492469
WBGene00000148	NP_001122563
WBGene00000148	NP_492712
WBGene00000149	NP_508870
WBGene00000149	NP_508871
WBGene00000150	NP_491572
WBGene00000151	NP_495687
WBGene00000155	NP_491489
WBGene00000156	NP_492217
WBGene00000156	NP_001021547
WBGene00000156	NP_001334202
WBGene00000157	NP_508767
WBGene00000158	NP_740937
WBGene00000159	NP_001379652
WBGene00000160	NP_001022937
WBGene00000161	NP_001370626
WBGene00000162	NP_494570
WBGene00000162	NP_494571
WBGene00000163	NP_492170
WBGene00000163	NP_492171
WBGene00000164	NP_508184
WBGene00000165	NP_001380048
WBGene00000166	NP_509853
WBGene00000168	NP_503882
WBGene00000168	NP_001305192
WBGene00000168	NP_001360546
WBGene00000169	NP_495510
WBGene00000169	NP_001367603
WBGene00000170	NP_001379056
WBGene00000170	NP_001366692
WBGene00000170	NP_001366692
WBGene00000171	NP_502044
WBGene00000171	NP_001293896
WBGene00000171	NP_001309613
WBGene00000172	NP_505512
WBGene00000173	NP_505691
WBGene00000174	NP_001256248
WBGene00000174	NP_001256245
WBGene00000174	NP_001256246
WBGene00000175	NP_001370535
WBGene00000175	NP_001370535
WBGene00000175	NP_001379301
WBGene00000176	NP_001359963
WBGene00000176	NP_001024758
WBGene00000176	NP_001024758
WBGene00000176	NP_001348812
WBGene00000176	NP_001348813
WBGene00000177	NP_001251148
WBGene00000177	NP_001251148
WBGene00000177	NP_001251149
WBGene00000178	NP_496105
WBGene00000179	NP_499821
WBGene00000180	NP_496089
WBGene00000181	NP_502083
WBGene00000181	NP_001293993
WBGene00000182	NP_001367325
WBGene00000182	NP_001367325
WBGene00000183	NP_501336
WBGene00000184	NP_503011
WBGene00000185	NP_001024615
WBGene00000186	NP_001255654
WBGene00000186	NP_001255653
WBGene00000187	NP_495816
WBGene00000188	NP_497037
WBGene00000189	NP_001379051
WBGene00000190	NP_501242
WBGene00000192	NP_502791
WBGene00000193	NP_497993
WBGene00000195	NP_508183
WBGene00000196	NP_496444
WBGene00000197	NP_491281
WBGene00000197	NP_491281
WBGene00000198	NP_495430
WBGene00000199	NP_491066
WBGene00000200	NP_505657
WBGene00000201	NP_499570
WBGene00000201	NP_001355516
WBGene00000202	NP_001380008
WBGene00000203	NP_499667
WBGene00000204	NP_498020
WBGene00000205	NP_001379803
WBGene00000206	NP_497938
WBGene00000207	NP_508770
WBGene00000207	NP_508770
WBGene00000208	NP_497100
WBGene00000209	NP_492352
WBGene00000210	NP_509152
WBGene00000211	NP_495415
WBGene00000212	NP_509894
WBGene00000213	NP_001040996
WBGene00000213	NP_001040997
WBGene00000214	NP_741677
WBGene00000215	NP_872129
WBGene00000216	NP_509142
WBGene00000217	NP_510191
WBGene00000218	NP_505135
WBGene00000219	NP_505133
WBGene00000220	NP_495861
WBGene00000221	NP_510456
WBGene00000221	NP_510456
WBGene00000222	NP_510094
WBGene00000223	NP_497914
WBGene00000223	NP_497913
WBGene00000223	NP_497913
WBGene00000223	NP_001370161
WBGene00000223	NP_001379489
WBGene00000223	NP_001379489
WBGene00000223	NP_001379489
WBGene00000223	NP_001379489
WBGene00000224	NP_503064
WBGene00000224	NP_001367158
WBGene00000225	NP_001254435
WBGene00000225	NP_001254436
WBGene00000225	NP_001254437
WBGene00000226	NP_505487
WBGene00000226	NP_505487
WBGene00000226	NP_001256128
WBGene00000227	NP_001293214
WBGene00000227	NP_001293215
WBGene00000228	NP_506127
WBGene00000228	NP_506128
WBGene00000228	NP_001256423
WBGene00000228	NP_001256424
WBGene00000229	NP_498111
WBGene00000229	NP_498111
WBGene00000230	NP_001370527
WBGene00000230	NP_001370527
WBGene00000230	NP_001370527
WBGene00000230	NP_001370527
WBGene00000230	NP_001021421
WBGene00000231	NP_001366696
WBGene00000231	NP_001367113
WBGene00000231	NP_001367186
WBGene00000231	NP_001367241
WBGene00000232	NP_001379546
WBGene00000232	NP_001379546
WBGene00000232	NP_001379546
WBGene00000232	NP_001020963
WBGene00000232	NP_001370303
WBGene00000233	NP_001024076
WBGene00000233	NP_001024077
WBGene00000233	NP_001256513
WBGene00000235	NP_001379048
WBGene00000236	NP_491893
WBGene00000237	NP_001021809
WBGene00000238	NP_509206
WBGene00000239	NP_001021150
WBGene00000239	NP_001021151
WBGene00000240	NP_001254185
WBGene00000240	NP_001254184
WBGene00000241	NP_740933
WBGene00000242	NP_501325
WBGene00000244	NP_504711
WBGene00000245	NP_741809
WBGene00000246	NP_502067
WBGene00000247	NP_500844
WBGene00000247	NP_001368359
WBGene00000248	NP_497728
WBGene00000249	NP_505949
WBGene00000249	NP_505949
WBGene00000250	NP_506362
WBGene00000251	NP_496311
WBGene00000252	NP_495104
WBGene00000253	NP_490686
WBGene00000253	NP_490686
WBGene00000254	NP_001021540
WBGene00000254	NP_001367785
WBGene00000254	NP_001367786
WBGene00000254	NP_001021543
WBGene00000254	NP_001021543
WBGene00000254	NP_001367787
WBGene00000254	NP_001360008
WBGene00000254	NP_001303778
WBGene00000254	NP_001303779
WBGene00000254	NP_001368583
WBGene00000254	NP_001303781
WBGene00000255	NP_499772
WBGene00000256	NP_741423
WBGene00000257	NP_001256586
WBGene00000257	NP_001379525
WBGene00000259	NP_495257
WBGene00000259	NP_871920
WBGene00000259	NP_001379739
WBGene00000259	NP_001379739
WBGene00000259	NP_001379739
WBGene00000259	NP_001379739
WBGene00000259	NP_001379739
WBGene00000259	NP_001379739
WBGene00000262	NP_510277
WBGene00000263	NP_001370676
WBGene00000264	NP_001367205
WBGene00000264	NP_001254882
WBGene00000264	NP_001366800
WBGene00000265	NP_498498
WBGene00000266	NP_501563
WBGene00000266	NP_501564
WBGene00000266	NP_001076668
WBGene00000266	NP_001076669
WBGene00000266	NP_001076670
WBGene00000267	NP_499715
WBGene00000267	NP_499715
WBGene00000267	NP_001367175
WBGene00000267	NP_001255189
WBGene00000267	NP_001255188
WBGene00000268	NP_499087
WBGene00000268	NP_499087
WBGene00000268	NP_499087
WBGene00000269	NP_490872
WBGene00000269	NP_490872
WBGene00000269	NP_001370927
WBGene00000270	NP_001255612
WBGene00000270	NP_001255613
WBGene00000271	NP_001309557
WBGene00000271	NP_001309558
WBGene00000272	NP_491542
WBGene00000273	NP_001022951
WBGene00000273	NP_001255152
WBGene00000274	NP_496802
WBGene00000275	NP_492051
WBGene00000276	NP_498510
WBGene00000277	NP_510036
WBGene00000277	NP_510036
WBGene00000279	NP_001309492
WBGene00000279	NP_001309597
WBGene00000280	NP_495567
WBGene00000281	NP_001370788
WBGene00000282	NP_510265
WBGene00000282	NP_510264
WBGene00000283	NP_509186
WBGene00000284	NP_491189
WBGene00000284	NP_491189
WBGene00000285	NP_001256429
WBGene00000285	NP_001256428
WBGene00000286	NP_495906
WBGene00000287	NP_500421
WBGene00000287	NP_001294291
WBGene00000288	NP_001379504
WBGene00000288	NP_001379505
WBGene00000288	NP_001379505
WBGene00000288	NP_001255491
WBGene00000289	NP_001021907
WBGene00000289	NP_001021908
WBGene00000289	NP_001379452
WBGene00000289	NP_001379452
WBGene00000292	NP_501145
WBGene00000293	NP_496336
WBGene00000294	NP_001360035
WBGene00000294	NP_510713
WBGene00000295	NP_001024936
WBGene00000295	NP_001024936
WBGene00000296	NP_001293483
WBGene00000296	NP_001370901
WBGene00000296	NP_001254009
WBGene00000298	NP_505710
WBGene00000301	NP_001255421
WBGene00000301	NP_001255422
WBGene00000302	NP_001256523
WBGene00000302	NP_001256525
WBGene00000302	NP_001256526
WBGene00000302	NP_001256524
WBGene00000366	NP_499161
WBGene00000366	NP_499161
WBGene00000366	NP_499160
WBGene00000366	NP_001122711
WBGene00000367	NP_001379830
WBGene00000367	NP_001379830
WBGene00000367	NP_001379830
WBGene00000367	NP_001367690
WBGene00000367	NP_001367691
WBGene00000367	NP_001367692
WBGene00000367	NP_001368577
WBGene00000368	NP_491193
WBGene00000369	NP_499553
WBGene00000370	NP_502842
WBGene00000371	NP_492601
WBGene00000371	NP_492601
WBGene00000372	NP_496114
WBGene00000373	NP_504435
WBGene00000375	NP_495052
WBGene00000376	NP_502355
WBGene00000376	NP_001023607
WBGene00000376	NP_001379313
WBGene00000376	NP_001379313
WBGene00000376	NP_001129877
WBGene00000376	NP_001293990
WBGene00000377	NP_495722
WBGene00000378	NP_741031
WBGene00000379	NP_495750
WBGene00000379	NP_495750
WBGene00000380	NP_741117
WBGene00000381	NP_741153
WBGene00000381	NP_741153
WBGene00000381	NP_741154
WBGene00000382	NP_491343
WBGene00000383	NP_001370451
WBGene00000383	NP_001367521
WBGene00000383	NP_001379687
WBGene00000383	NP_001021969
WBGene00000383	NP_001368512
WBGene00000383	NP_001300510
WBGene00000386	NP_491862
WBGene00000387	NP_503446
WBGene00000387	NP_001300079
WBGene00000387	NP_001300080
WBGene00000388	NP_498972
WBGene00000389	NP_496197
WBGene00000390	NP_495598
WBGene00000391	NP_509384
WBGene00000392	NP_001370695
WBGene00000393	NP_509095
WBGene00000393	NP_509095
WBGene00000393	NP_509096
WBGene00000393	NP_509096
WBGene00000393	NP_001300317
WBGene00000395	NP_498687
WBGene00000396	NP_001317871
WBGene00000397	NP_001343640
WBGene00000397	NP_501487
WBGene00000397	NP_001343703
WBGene00000397	NP_001294026
WBGene00000399	NP_497075
WBGene00000401	NP_510685
WBGene00000401	NP_001379384
WBGene00000402	NP_500204
WBGene00000403	NP_001021110
WBGene00000403	NP_495189
WBGene00000403	NP_001040722
WBGene00000405	NP_001022747
WBGene00000406	NP_510256
WBGene00000407	NP_499783
WBGene00000408	NP_001370652
WBGene00000408	NP_001370652
WBGene00000408	NP_001370652
WBGene00000409	NP_492357
WBGene00000410	NP_492907
WBGene00000410	NP_492906
WBGene00000411	NP_496320
WBGene00000412	NP_506986
WBGene00000413	NP_001040707
WBGene00000414	NP_498862
WBGene00000415	NP_740922
WBGene00000415	NP_001021772
WBGene00000415	NP_001370132
WBGene00000415	NP_001076621
WBGene00000416	NP_500105
WBGene00000416	NP_001368287
WBGene00000416	NP_001368288
WBGene00000417	NP_001255708
WBGene00000417	NP_001255709
WBGene00000418	NP_001021202
WBGene00000418	NP_001021203
WBGene00000419	NP_501938
WBGene00000420	NP_498203
WBGene00000421	NP_499115
WBGene00000421	NP_499115
WBGene00000421	NP_001021225
WBGene00000421	NP_001366984
WBGene00000421	NP_001255012
WBGene00000422	NP_509427
WBGene00000423	NP_499284
WBGene00000424	NP_500362
WBGene00000424	NP_500363
WBGene00000425	NP_499021
WBGene00000426	NP_492693
WBGene00000426	NP_001293276
WBGene00000427	NP_509402
WBGene00000428	NP_508796
WBGene00000429	NP_491746
WBGene00000430	NP_492586
WBGene00000431	NP_492304
WBGene00000432	NP_495848
WBGene00000433	NP_492246
WBGene00000433	NP_001305205
WBGene00000433	NP_001305206
WBGene00000434	NP_001021797
WBGene00000435	NP_498251
WBGene00000436	NP_491693
WBGene00000436	NP_001309522
WBGene00000437	NP_498655
WBGene00000438	NP_509273
WBGene00000439	NP_001379631
WBGene00000439	NP_001379631
WBGene00000440	NP_491393
WBGene00000441	NP_741758
WBGene00000441	NP_001382701
WBGene00000441	NP_001382701
WBGene00000442	NP_001023141
WBGene00000442	NP_001023142
WBGene00000443	NP_001022555
WBGene00000444	NP_001379670
WBGene00000445	NP_001076742
WBGene00000445	NP_001076743
WBGene00000445	NP_001076744
WBGene00000445	NP_001343841
WBGene00000445	NP_001343842
WBGene00000446	NP_498700
WBGene00000447	NP_506419
WBGene00000448	NP_498760
WBGene00000449	NP_001256348
WBGene00000449	NP_001256348
WBGene00000449	NP_001256349
WBGene00000450	NP_510169
WBGene00000451	NP_508524
WBGene00000451	NP_508524
WBGene00000452	NP_508525
WBGene00000453	NP_505958
WBGene00000454	NP_504420
WBGene00000455	NP_504419
WBGene00000457	NP_510365
WBGene00000458	NP_510366
WBGene00000458	NP_001294799
WBGene00000458	NP_001294800
WBGene00000458	NP_001360629
WBGene00000459	NP_741018
WBGene00000459	NP_741018
WBGene00000459	NP_001367332
WBGene00000459	NP_001367332
WBGene00000459	NP_001370972
WBGene00000459	NP_001370972
WBGene00000459	NP_001338814
WBGene00000459	NP_001338814
WBGene00000459	NP_001368648
WBGene00000459	NP_001368648
WBGene00000459	NP_001368649
WBGene00000459	NP_001368650
WBGene00000459	NP_001368651
WBGene00000459	NP_001368651
WBGene00000459	NP_001368652
WBGene00000459	NP_001338820
WBGene00000459	NP_001338821
WBGene00000459	NP_001338821
WBGene00000459	NP_001368653
WBGene00000459	NP_001368654
WBGene00000459	NP_001368655
WBGene00000459	NP_001368656
WBGene00000459	NP_001368657
WBGene00000459	NP_001368657
WBGene00000460	NP_508342
WBGene00000461	NP_510060
WBGene00000462	NP_508340
WBGene00000463	NP_497904
WBGene00000463	NP_001338832
WBGene00000464	NP_497576
WBGene00000464	NP_497575
WBGene00000464	NP_497577
WBGene00000465	NP_001021159
WBGene00000465	NP_001021160
WBGene00000466	NP_001020979
WBGene00000466	NP_001020980
WBGene00000467	NP_001021478
WBGene00000467	NP_001379445
WBGene00000467	NP_001379445
WBGene00000467	NP_001379445
WBGene00000467	NP_001379445
WBGene00000468	NP_492338
WBGene00000469	NP_493610
WBGene00000472	NP_496366
WBGene00000473	NP_491645
WBGene00000474	NP_001367859
WBGene00000475	NP_499393
WBGene00000476	NP_492644
WBGene00000477	NP_504463
WBGene00000478	NP_503965
WBGene00000479	NP_498646
WBGene00000480	NP_503137
WBGene00000480	NP_001300232
WBGene00000480	NP_001300233
WBGene00000481	NP_001023603
WBGene00000482	NP_510140
WBGene00000483	NP_001076597
WBGene00000483	NP_001076598
WBGene00000484	NP_508106
WBGene00000485	NP_492221
WBGene00000487	NP_001343628
WBGene00000488	NP_001309632
WBGene00000488	NP_001317771
WBGene00000488	NP_001309634
WBGene00000488	NP_001309635
WBGene00000490	NP_506047
WBGene00000491	NP_001256204
WBGene00000491	NP_001256205
WBGene00000491	NP_001256206
WBGene00000491	NP_001294732
WBGene00000492	NP_001251397
WBGene00000492	NP_001251398
WBGene00000493	NP_491673
WBGene00000496	NP_492113
WBGene00000496	NP_492113
WBGene00000497	NP_493682
WBGene00000497	NP_001300544
WBGene00000497	NP_001300545
WBGene00000498	NP_001380036
WBGene00000498	NP_001024234
WBGene00000499	NP_001024271
WBGene00000500	NP_491781
WBGene00000501	NP_502539
WBGene00000502	NP_491519
WBGene00000503	NP_508588
WBGene00000506	NP_497548
WBGene00000507	NP_001370392
WBGene00000508	NP_498745
WBGene00000508	NP_001370391
WBGene00000508	NP_001370391
WBGene00000509	NP_501732
WBGene00000509	NP_001129849
WBGene00000509	NP_001293883
WBGene00000510	NP_001024480
WBGene00000510	NP_001024481
WBGene00000510	NP_001024481
WBGene00000511	NP_497879
WBGene00000512	NP_497880
WBGene00000513	NP_497881
WBGene00000514	NP_503573
WBGene00000515	NP_001024929
WBGene00000515	NP_001024930
WBGene00000515	NP_001024930
WBGene00000516	NP_495641
WBGene00000517	NP_495642
WBGene00000517	NP_495642
WBGene00000517	NP_001022309
WBGene00000517	NP_001022309
WBGene00000517	NP_001368240
WBGene00000518	NP_001021152
WBGene00000518	NP_001021153
WBGene00000519	NP_499438
WBGene00000520	NP_001309438
WBGene00000520	NP_001309438
WBGene00000520	NP_001309599
WBGene00000520	NP_001309600
WBGene00000521	NP_001122849
WBGene00000522	NP_509847
WBGene00000522	NP_509847
WBGene00000523	NP_509257
WBGene00000523	NP_001362078
WBGene00000524	NP_001024993
WBGene00000524	NP_001024994
WBGene00000525	NP_509800
WBGene00000526	NP_509258
WBGene00000527	NP_740896
WBGene00000527	NP_740897
WBGene00000527	NP_740898
WBGene00000527	NP_492358
WBGene00000528	NP_001022373
WBGene00000528	NP_001022374
WBGene00000528	NP_001382719
WBGene00000528	NP_001382720
WBGene00000528	NP_001382721
WBGene00000528	NP_001382722
WBGene00000528	NP_001382723
WBGene00000529	NP_001364585
WBGene00000529	NP_001021900
WBGene00000529	NP_001370179
WBGene00000530	NP_001022060
WBGene00000530	NP_001022060
WBGene00000530	NP_001022060
WBGene00000530	NP_001022060
WBGene00000530	NP_001300529
WBGene00000530	NP_001300530
WBGene00000530	NP_001300531
WBGene00000530	NP_001300532
WBGene00000530	NP_001300533
WBGene00000530	NP_001300534
WBGene00000530	NP_001300535
WBGene00000531	NP_001024885
WBGene00000531	NP_001024886
WBGene00000532	NP_495940
WBGene00000533	NP_506022
WBGene00000534	NP_504565
WBGene00000535	NP_500915
WBGene00000536	NP_498128
WBGene00000537	NP_001370399
WBGene00000539	NP_001256315
WBGene00000539	NP_001256316
WBGene00000540	NP_491556
WBGene00000541	NP_505237
WBGene00000542	NP_498741
WBGene00000542	NP_498741
WBGene00000542	NP_498740
WBGene00000542	NP_498740
WBGene00000542	NP_001367450
WBGene00000542	NP_001367451
WBGene00000543	NP_497964
WBGene00000544	NP_493052
WBGene00000545	NP_497460
WBGene00000545	NP_871643
WBGene00000546	NP_500081
WBGene00000547	NP_500082
WBGene00000547	NP_001368280
WBGene00000548	NP_001022208
WBGene00000548	NP_001022209
WBGene00000548	NP_001129817
WBGene00000548	NP_001334206
WBGene00000549	NP_499005
WBGene00000549	NP_001263723
WBGene00000550	NP_499097
WBGene00000551	NP_501269
WBGene00000552	NP_503386
WBGene00000552	NP_001300203
WBGene00000553	NP_500139
WBGene00000554	NP_001256318
WBGene00000554	NP_001256317
WBGene00000555	NP_503414
WBGene00000556	NP_503418
WBGene00000556	NP_503418
WBGene00000556	NP_001300172
WBGene00000557	NP_503417
WBGene00000558	NP_503416
WBGene00000559	NP_503415
WBGene00000560	NP_497455
WBGene00000561	NP_001379767
WBGene00000562	NP_001122918
WBGene00000562	NP_001122918
WBGene00000563	NP_001023194
WBGene00000564	NP_499274
WBGene00000564	NP_001382730
WBGene00000565	NP_001369802
WBGene00000565	NP_001022413
WBGene00000565	NP_001368630
WBGene00000565	NP_001335541
WBGene00000566	NP_001022836
WBGene00000566	NP_001022837
WBGene00000566	NP_001022837
WBGene00000566	NP_001022838
WBGene00000566	NP_001380212
WBGene00000566	NP_001380212
WBGene00000566	NP_001380212
WBGene00000566	NP_001380213
WBGene00000566	NP_001380214
WBGene00000567	NP_499176
WBGene00000567	NP_001293601
WBGene00000583	NP_491804
WBGene00000584	NP_001022264
WBGene00000584	NP_001367047
WBGene00000585	NP_501092
WBGene00000591	NP_509262
WBGene00000591	NP_001309700
WBGene00000591	NP_001309701
WBGene00000591	NP_001368598
WBGene00000592	NP_506583
WBGene00000593	NP_501829
WBGene00000594	NP_501527
WBGene00000596	NP_492090
WBGene00000597	NP_001370389
WBGene00000598	NP_510273
WBGene00000599	NP_001370309
WBGene00000601	NP_505678
WBGene00000601	NP_505678
WBGene00000601	NP_505678
WBGene00000602	NP_505677
WBGene00000603	NP_001040923
WBGene00000603	NP_001040924
WBGene00000606	NP_494878
WBGene00000608	NP_001033577
WBGene00000609	NP_494879
WBGene00000610	NP_500524
WBGene00000611	NP_500520
WBGene00000612	NP_492086
WBGene00000613	NP_495487
WBGene00000614	NP_506053
WBGene00000615	NP_495810
WBGene00000616	NP_496309
WBGene00000617	NP_493913
WBGene00000618	NP_510522
WBGene00000620	NP_505074
WBGene00000621	NP_510274
WBGene00000622	NP_490679
WBGene00000622	NP_001293264
WBGene00000623	NP_001040701
WBGene00000624	NP_001293181
WBGene00000624	NP_001293182
WBGene00000625	NP_491088
WBGene00000626	NP_491106
WBGene00000627	NP_001379842
WBGene00000627	NP_001379842
WBGene00000628	NP_491195
WBGene00000629	NP_491394
WBGene00000629	NP_491394
WBGene00000630	NP_491651
WBGene00000631	NP_491694
WBGene00000632	NP_491786
WBGene00000633	NP_491800
WBGene00000634	NP_491822
WBGene00000636	NP_492013
WBGene00000637	NP_492035
WBGene00000638	NP_492091
WBGene00000639	NP_492245
WBGene00000640	NP_492619
WBGene00000641	NP_492936
WBGene00000644	NP_493660
WBGene00000645	NP_493702
WBGene00000646	NP_493978
WBGene00000647	NP_494562
WBGene00000648	NP_001368020
WBGene00000648	NP_001368019
WBGene00000649	NP_494880
WBGene00000650	NP_495159
WBGene00000651	NP_495294
WBGene00000652	NP_495726
WBGene00000653	NP_495759
WBGene00000654	NP_001364618
WBGene00000655	NP_496308
WBGene00000656	NP_496310
WBGene00000657	NP_496361
WBGene00000658	NP_496367
WBGene00000659	NP_496535
WBGene00000660	NP_496665
WBGene00000661	NP_001254374
WBGene00000661	NP_001254375
WBGene00000662	NP_001022433
WBGene00000663	NP_497131
WBGene00000664	NP_497975
WBGene00000665	NP_498729
WBGene00000666	NP_498814
WBGene00000667	NP_499408
WBGene00000668	NP_001370098
WBGene00000669	NP_001370010
WBGene00000670	NP_001370157
WBGene00000671	NP_871711
WBGene00000672	NP_499700
WBGene00000673	NP_499703
WBGene00000674	NP_499869
WBGene00000674	NP_001122775
WBGene00000674	NP_001294561
WBGene00000674	NP_001294562
WBGene00000674	NP_001294563
WBGene00000674	NP_001309601
WBGene00000674	NP_001309602
WBGene00000674	NP_001309603
WBGene00000674	NP_001309604
WBGene00000674	NP_001309605
WBGene00000674	NP_001309606
WBGene00000674	NP_001309607
